time,oat,motor_status,difference_oat_and_con_temp
Apr 28 2011 11:30:08 PM,25.78,1,78.62
Apr 29 2011 12:00:08 AM,25.61,1,78.15
Apr 29 2011 12:30:08 AM,25.33,1,77.77
Apr 29 2011 01:00:08 AM,24.06,1,75.99
Apr 29 2011 01:30:08 AM,23.28,1,74.46
Apr 29 2011 02:00:08 AM,23.5,1,74.28
Apr 29 2011 02:30:08 AM,23.72,1,74.55
Apr 29 2011 03:00:08 AM,22.61,1,73.06
Apr 29 2011 03:30:08 AM,22.44,1,72.45
Apr 29 2011 04:00:08 AM,22.11,1,71.8
Apr 29 2011 04:30:08 AM,22.11,1,71.53
Apr 29 2011 05:00:08 AM,21.94,1,71.26
Apr 29 2011 05:30:08 AM,22.17,1,71.24
Apr 29 2011 06:00:08 AM,22.17,1,71.01
Apr 29 2011 06:30:08 AM,24.17,1,71.83
Apr 29 2011 07:00:08 AM,24.67,1,72.46
Apr 29 2011 07:30:08 AM,27.44,1,74.79
Apr 29 2011 08:00:08 AM,27.22,1,78.3
Apr 29 2011 08:30:08 AM,27.67,1,79.79
Apr 29 2011 09:00:08 AM,30.17,1,81.01
Apr 29 2011 09:30:08 AM,29.5,1,81.61
Apr 29 2011 10:00:08 AM,27.67,1,82.02
Apr 29 2011 10:30:08 AM,28.17,1,84.29
Apr 29 2011 11:00:08 AM,28.44,1,84.13
Apr 29 2011 11:30:08 AM,28.28,1,85.12
Apr 29 2011 12:00:08 PM,0,1,85.75
Apr 29 2011 12:30:08 PM,0,1,86.29
Apr 29 2011 01:00:08 PM,0,1,84.78
Apr 29 2011 01:30:08 PM,0,1,86.36
Apr 29 2011 02:00:08 PM,0,1,87.71
Apr 29 2011 02:30:08 PM,0,1,32
Apr 29 2011 03:00:08 PM,0,1,32
Apr 29 2011 03:30:08 PM,0,1,32
Apr 29 2011 04:00:08 PM,0,1,32
Apr 29 2011 04:30:08 PM,0,1,32
Apr 29 2011 05:00:08 PM,0,1,32
Apr 29 2011 05:30:08 PM,0,1,32
Apr 29 2011 06:00:08 PM,27.89,1,81.34
Apr 29 2011 06:30:08 PM,27.78,1,82.8
Apr 29 2011 07:00:08 PM,26.94,1,80.31
Apr 29 2011 07:30:08 PM,26.39,1,79.93
Apr 29 2011 08:00:08 PM,26.33,1,80.08
Apr 29 2011 08:30:08 PM,26.22,1,79.75
Apr 29 2011 09:00:08 PM,25.94,1,79.07
Apr 29 2011 09:30:08 PM,25.94,1,78.91
Apr 29 2011 10:00:08 PM,25.5,1,78.04
Apr 29 2011 10:30:08 PM,25.5,1,77.77
Apr 29 2011 11:00:08 PM,25.5,1,77.5
Apr 29 2011 11:30:08 PM,25.22,1,77.36
Apr 30 2011 12:00:08 AM,25.5,1,77.05
Apr 30 2011 12:30:08 AM,25.61,1,77.54
Apr 30 2011 01:00:08 AM,25.39,1,77.31
Apr 30 2011 01:30:08 AM,25.33,1,76.95
Apr 30 2011 02:00:08 AM,25.39,1,77.14
Apr 30 2011 02:30:08 AM,24.89,1,76.8
Apr 30 2011 03:00:08 AM,24.61,1,75.99
Apr 30 2011 03:30:08 AM,24.61,1,75.25
Apr 30 2011 04:00:08 AM,24.89,1,75.99
Apr 30 2011 04:30:08 AM,25.06,1,76.32
Apr 30 2011 05:00:08 AM,25.06,1,76.8
Apr 30 2011 05:30:08 AM,25.06,1,76.71
Apr 30 2011 06:00:08 AM,24.78,1,76.26
Apr 30 2011 06:30:08 AM,25.61,1,76.37
Apr 30 2011 07:00:08 AM,26.22,1,77.45
Apr 30 2011 07:30:08 AM,27.44,1,79.59
Apr 30 2011 08:00:08 AM,28.06,1,82.92
Apr 30 2011 08:30:08 AM,29.5,1,84.74
Apr 30 2011 09:00:08 AM,30.06,1,85.93
Apr 30 2011 09:30:08 AM,30.33,1,87.21
Apr 30 2011 10:00:08 AM,30.33,1,88.56
Apr 30 2011 10:30:08 AM,30.33,1,89.64
Apr 30 2011 11:00:08 AM,30.33,1,89.28
Apr 30 2011 11:30:08 AM,30.33,1,90.43
Apr 30 2011 12:00:08 PM,30.33,1,91.2
Apr 30 2011 12:30:08 PM,30.33,1,90.64
Apr 30 2011 01:00:08 PM,30.33,1,91.74
Apr 30 2011 01:30:08 PM,30.33,1,92.97
Apr 30 2011 02:00:08 PM,30.33,1,93.04
Apr 30 2011 02:30:08 PM,30.33,1,93.45
Apr 30 2011 03:00:08 PM,30.33,1,89.96
Apr 30 2011 03:30:08 PM,30.33,1,87.28
Apr 30 2011 04:00:08 PM,30.33,1,88.59
Apr 30 2011 04:30:08 PM,30.33,1,90.14
Apr 30 2011 05:00:08 PM,29.56,1,88.48
Apr 30 2011 05:30:08 PM,30.28,1,88.27
Apr 30 2011 06:00:08 PM,29.39,1,86.83
Apr 30 2011 06:30:08 PM,29,1,85.96
Apr 30 2011 07:00:08 PM,29.22,1,84.92
Apr 30 2011 07:30:08 PM,29.56,1,86.25
Apr 30 2011 08:00:08 PM,30.56,1,86.83
Apr 30 2011 08:30:08 PM,30.83,1,85.93
Apr 30 2011 09:00:08 PM,30.17,1,85.55
Apr 30 2011 09:30:08 PM,29.78,1,85.03
Apr 30 2011 10:00:08 PM,29.56,1,84.52
Apr 30 2011 10:30:08 PM,29.28,1,84
Apr 30 2011 11:00:08 PM,28.83,1,83.7
Apr 30 2011 11:30:08 PM,28.33,1,82.76
